Year,Player,Pos,School,Height (month lmao),Wt (lbs),40YD (s),Vertical (in),BenchReps,Broad Jump (in),3Cone (s),Shuttle (s)
2000,Kevin Feterik,QB,BYU,11-May,207,4.92,31,,106,7.3,4.45
2000,Chafie Fields,WR,Penn State,1-Jun,196,4.43,,,,,
2000,Derrick Foster,RB,Texas A&M-Kingsville,11-May,201,4.43,34.5,19,117,6.84,4.36
2000,Dante' Hall,RB,Texas A&M,8-May,191,4.44,38,18,123,6.62,3.82
2000,Ricky Hall,WR,Virginia Tech,2-Jun,206,4.52,,,,,
2000,Joey Hamilton,WR,Jacksonville State,1-Jun,201,4.54,36,,116,7.57,4.41
2000,D'Andre Hardeman,FB,Texas A&M,10-May,238,4.81,30,,109,7.27,4.36
2000,Leroy Hodge,WR,Texas A&M,1-Jun,215,4.54,34.5,,116,7.14,4.21
2000,Dwaune Jones,WR,Richmond,Jun-00,191,4.66,,,,,
2000,Morgan Kane,RB,Wake Forest,1-Jun,221,4.62,37.5,29,121,6.81,4.16
2000,Matt Keller,FB,Ohio State,11-May,235,4.74,,,,,
2000,Dan Kendra,FB,Florida State,Jun-00,251,4.84,35,24,119,,
2000,Tim Lester,QB,Western Michigan,Jun-00,202,5.02,27,,97,7.28,4.24
2000,Alton Lusk,WR,Central Oklahoma,2-Jun,182,4.61,36.5,,122,7.16,4.26
2000,Terrence McCaskey,TE,Mississippi State,5-Jun,271,5,29,,101,,
2000,Wendell Montgomery,WR,Wyoming,3-Jun,203,4.81,35.5,,117,7.01,4.24
2000,Leon Murray,QB,Tennessee State,2-Jun,207,4.75,,,,,
2000,Carlos Nuno,TE,BYU,4-Jun,263,5.03,28,23,106,,
2000,Cory Peterson,WR,Mississippi,2-Jun,195,4.75,32.5,,114,,
